"CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A","MANUAL_DB","SUBPANEL","COLOCATED_CD_RMRS","CONDCHNGCD_RMRS","FUTFORCD_RMRS","MANUAL_NCRS","MANUAL_NERS","MANUAL_RMRS","PAC_ISLAND_PNWRS","PLOT_SEASON_NERS","PRECIPITATION","PREV_MICROPLOT_LOC_RMRS","PREV_PLOT_STATUS_CD_RMRS","REUSECD1","REUSECD2","REUSECD3"
"10189257010661","10187291010661","1320623010538","",1983,50,3,3,125,1,,1982,9,0,,0,101,,,43.05563,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189294010661","10187291010661","1320623010538","",1983,50,3,3,126,1,,1982,9,0,,0,101,,,43.02786,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189323010661","10187291010661","1320623010538","",1983,50,3,3,127,1,,1982,6,0,,0,101,,,43.00008,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189371010661","10187291010661","1320623010538","",1983,50,3,3,128,2,,1982,8,0,,0,101,,,42.94452,-73.24955,,,,,," 221Bb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189373010661","10187291010661","1320623010538","",1983,50,3,3,129,2,,1982,6,0,,0,101,,,42.91675,-73.24955,,,,,," 221Bb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189375010661","10187291010661","1320623010538","",1983,50,3,3,130,1,,1982,6,0,,0,101,,,42.88897,-73.16622,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189412010661","10187291010661","1320623010538","",1983,50,3,3,131,2,,1982,6,0,,0,101,,,42.80563,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189414010661","10187291010661","1320623010538","",1983,50,3,3,132,1,,1982,6,0,,0,101,,,42.77786,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189426010661","10187291010661","1320623010538","",1983,50,3,3,133,2,,1982,6,0,,0,101,,,42.77786,-73.24955,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189428010661","10187291010661","1320623010538","",1983,50,3,3,134,1,,1982,9,0,,0,101,,,43.27785,-73.13844,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189462010661","10187291010661","1320623010538","",1983,50,3,3,135,1,,1982,9,0,,0,101,,,43.25008,-73.194,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189504010661","10187291010661","1320623010538","",1983,50,3,3,136,2,,1982,8,0,,0,101,,,43.00008,-73.13844,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189506010661","10187291010661","1320623010538","",1983,50,3,3,137,1,,1982,8,0,,0,101,,,42.9723,-73.16622,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189557010661","10187291010661","1320623010538","",1983,50,3,3,138,1,,1982,6,0,,0,101,,,42.88897,-73.16622,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189590010661","10187291010661","1320623010538","",1983,50,3,3,139,1,,1982,7,0,,0,101,,,42.86119,-73.194,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189626010661","10187291010661","1320623010538","",1983,50,3,3,140,1,,1982,7,0,,0,101,,,42.77786,-73.16622,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189662010661","10187291010661","1320623010538","",1983,50,3,3,141,1,,1982,8,0,,0,101,,,42.77786,-73.13844,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189698010661","10187291010661","1320623010538","",1983,50,3,3,142,1,,1982,8,0,,0,101,,,43.30563,-73.05511,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189717010661","10187291010661","1320623010538","",1983,50,3,3,143,2,,1982,8,0,,0,101,,,43.27785,-73.11066,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189719010661","10187291010661","1320623010538","",1983,50,3,3,144,1,,1982,7,0,,0,101,,,43.25008,-73.11066,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189777010661","10187291010661","1320623010538","",1983,50,3,3,145,2,,1982,7,0,,0,101,,,43.25008,-73.08288,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189779010661","10187291010661","1320623010538","",1983,50,3,3,146,1,,1982,8,0,,0,101,,,43.2223,-73.0551,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189823010661","10187291010661","1320623010538","",1983,50,3,3,147,2,,1982,8,0,,0,101,,,43.16674,-73.08288,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189825010661","10187291010661","1320623010538","",1983,50,3,3,148,1,,1982,8,0,,0,101,,,43.05563,-73.11066,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189872010661","10187291010661","1320623010538","",1983,50,3,3,149,1,,1982,9,0,,0,101,,,43.05563,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189920010661","10187291010661","1320623010538","",1983,50,3,3,150,1,,1982,8,0,,0,101,,,43.05563,-73.0551,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10189958010661","10187291010661","1320623010538","",1983,50,3,3,151,1,,1982,10,0,,0,101,,,43.00008,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190006010661","10187291010661","1320623010538","",1983,50,3,3,152,1,,1982,9,0,,0,101,,,42.94452,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190045010661","10187291010661","1320623010538","",1983,50,3,3,153,1,,1982,8,0,,0,101,,,42.91675,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190087010661","10187291010661","1320623010538","",1983,50,3,3,154,1,,1982,6,0,,0,101,,,42.83341,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190123010661","10187291010661","1320623010538","",1983,50,3,3,155,1,,1982,7,0,,0,101,,,42.83341,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190162010661","10187291010661","1320623010538","",1983,50,3,3,156,1,,1982,7,0,,0,101,,,42.80564,-73.0551,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190210010661","10187291010661","1320623010538","",1983,50,3,3,157,1,,1982,7,0,,0,101,,,42.77786,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190256010661","10187291010661","1320623010538","",1983,50,3,3,158,1,,1982,7,0,,0,101,,,42.75008,-73.08288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190295010661","10187291010661","1320623010538","",1983,50,3,3,159,1,,1982,9,0,,0,101,,,43.27785,-72.88843,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190337010661","10187291010661","1320623010538","",1983,50,3,3,160,1,,1982,9,0,,0,101,,,43.25008,-73.02733,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190392010661","10187291010661","1320623010538","",1983,50,3,3,161,1,,1982,7,0,,0,101,,,43.19452,-73.02733,,,,,,"M211Cb",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190416010661","10187291010661","1320623010538","",1983,50,3,3,162,1,,1982,7,0,,0,101,,,43.16674,-72.99955,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190459010661","10187291010661","1320623010538","",1983,50,3,3,163,1,,1982,9,0,,0,101,,,43.2223,-72.91621,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190496010661","10187291010661","1320623010538","",1983,50,3,3,164,1,,1982,9,0,,0,101,,,43.27785,-72.83288,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190536010661","10187291010661","1320623010538","",1983,50,3,3,165,1,,1982,8,0,,0,101,,,42.9723,-73.02733,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190563010661","10187291010661","1320623010538","",1983,50,3,3,166,1,,1982,8,0,,0,101,,,42.91675,-72.97177,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190611010661","10187291010661","1320623010538","",1983,50,3,3,167,1,,1982,8,0,,0,101,,,42.91675,-72.99955,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190671010661","10187291010661","1320623010538","",1983,50,3,3,168,1,,1982,8,0,,0,101,,,42.88897,-72.99955,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190719010661","10187291010661","1320623010538","",1983,50,3,3,169,1,,1982,7,0,,0,101,,,42.80564,-72.97177,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190758010661","10187291010661","1320623010538","",1983,50,3,3,170,1,,1982,7,0,,0,101,,,42.80564,-72.99955,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190810010661","10187291010661","1320623010538","",1983,50,3,3,171,1,,1982,8,0,,0,101,,,42.80564,-72.99955,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190856010661","10187291010661","1320623010538","",1983,50,3,3,172,1,,1982,7,0,,0,101,,,42.80564,-73.02732,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190882010661","10187291010661","1320623010538","",1983,50,3,3,173,1,,1982,8,0,,0,101,,,42.77786,-73.02732,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10190932010661","10187291010661","1320623010538","",1983,50,3,3,174,1,,1982,10,0,,0,101,,,43.27785,-72.94399,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191006010661","10187291010661","1320623010538","",1983,50,3,3,175,1,,1982,7,0,,0,101,,,43.25007,-72.94399,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191055010661","10187291010661","1320623010538","",1983,50,3,3,176,1,,1982,8,0,,0,101,,,43.2223,-72.97177,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191099010661","10187291010661","1320623010538","",1983,50,3,3,177,1,,1982,7,0,,0,101,,,43.19452,-72.94399,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191149010661","10187291010661","1320623010538","",1983,50,3,3,178,1,,1982,7,0,,0,101,,,42.91675,-72.97177,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191188010661","10187291010661","1320623010538","",1983,50,3,3,179,1,,1982,9,0,,0,101,,,42.86119,-72.97177,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191228010661","10187291010661","1320623010538","",1983,50,3,3,180,1,,1982,8,0,,0,101,,,42.77786,-72.94399,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10191261010661","10187291010661","1320623010538","",1983,50,3,3,181,1,,1982,9,0,,0,101,,,43.13897,-73.02733,,,,,,"M211Cd",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193089010661","10187291010661","1320624010538","",1983,50,3,7,78,1,,1982,9,0,,0,101,,,44.61116,-73.2218,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193105010661","10187291010661","1320624010538","",1983,50,3,7,79,1,,1982,9,0,,0,101,,,44.44449,-73.22179,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193113010661","10187291010661","1320624010538","",1983,50,3,7,80,1,,1982,9,0,,0,101,,,44.30561,-73.27735,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193143010661","10187291010661","1320624010538","",1983,50,3,7,81,2,,1982,8,0,,0,101,,,44.27783,-73.24957,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193145010661","10187291010661","1320624010538","",1983,50,3,7,82,1,,1982,8,0,,0,101,,,44.61116,-73.13847,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193183010661","10187291010661","1320624010538","",1983,50,3,7,83,2,,1982,8,0,,0,101,,,44.52783,-73.19402,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193185010661","10187291010661","1320624010538","",1983,50,3,7,84,2,,1982,8,0,,0,101,,,44.50005,-73.19402,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193187010661","10187291010661","1320624010538","",1983,50,3,7,85,2,,1982,8,0,,0,101,,,44.50005,-73.16624,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193189010661","10187291010661","1320624010538","",1983,50,3,7,86,2,,1982,8,0,,0,101,,,44.50005,-73.13846,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193191010661","10187291010661","1320624010538","",1983,50,3,7,87,2,,1982,9,0,,0,101,,,44.47227,-73.19402,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193193010661","10187291010661","1320624010538","",1983,50,3,7,88,2,,1982,9,0,,0,101,,,44.44449,-73.13846,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193195010661","10187291010661","1320624010538","",1983,50,3,7,89,2,,1982,9,0,,0,101,,,44.41672,-73.13846,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193197010661","10187291010661","1320624010538","",1983,50,3,7,90,1,,1982,8,0,,0,101,,,44.36116,-73.13846,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193255010661","10187291010661","1320624010538","",1983,50,3,7,91,2,,1982,5,0,,0,101,,,44.66671,-73.13847,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193257010661","10187291010661","1320624010538","",1983,50,3,7,92,2,,1982,8,0,,0,101,,,44.63894,-73.13847,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193259010661","10187291010661","1320624010538","",1983,50,3,7,93,2,,1982,8,0,,0,101,,,44.61116,-73.11069,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193261010661","10187291010661","1320624010538","",1983,50,3,7,94,1,,1982,8,0,,0,101,,,44.58338,-73.11069,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193281010661","10187291010661","1320624010538","",1983,50,3,7,95,2,,1982,8,0,,0,101,,,44.58338,-73.11069,,,,,," 211Ec",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193283010661","10187291010661","1320624010538","",1983,50,3,7,96,1,,1982,8,0,,0,101,,,44.58338,-73.08291,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193316010661","10187291010661","1320624010538","",1983,50,3,7,97,2,,1982,8,0,,0,101,,,44.50005,-73.05513,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193318010661","10187291010661","1320624010538","",1983,50,3,7,98,2,,1982,9,0,,0,101,,,44.44449,-73.11068,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193320010661","10187291010661","1320624010538","",1983,50,3,7,99,1,,1982,8,0,,0,101,,,44.41672,-73.11068,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193375010661","10187291010661","1320624010538","",1983,50,3,7,100,2,,1982,9,0,,0,101,,,44.38894,-73.11068,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193377010661","10187291010661","1320624010538","",1983,50,3,7,101,1,,1982,8,0,,0,101,,,44.33339,-73.0829,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193397010661","10187291010661","1320624010538","",1983,50,3,7,102,1,,1982,8,0,,0,101,,,44.30561,-73.11068,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193447010661","10187291010661","1320624010538","",1983,50,3,7,103,1,,1982,8,0,,0,101,,,44.63894,-73.02736,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193464010661","10187291010661","1320624010538","",1983,50,3,7,104,1,,1982,8,0,,0,101,,,44.61116,-72.9718,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193478010661","10187291010661","1320624010538","",1983,50,3,7,105,1,,1982,8,0,,0,101,,,44.58338,-72.9718,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193530010661","10187291010661","1320624010538","",1983,50,3,7,106,1,,1982,8,0,,0,101,,,44.58338,-73.02735,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193573010661","10187291010661","1320624010538","",1983,50,3,7,107,1,,1982,8,0,,0,101,,,44.47227,-73.02735,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193619010661","10187291010661","1320624010538","",1983,50,3,7,108,2,,1982,8,0,,0,101,,,44.47227,-72.99957,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193621010661","10187291010661","1320624010538","",1983,50,3,7,109,2,,1982,8,0,,0,101,,,44.41672,-72.99957,,,,,," 211Ed",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
"10193623010661","10187291010661","1320624010538","",1983,50,3,7,110,1,,1982,8,0,,0,101,,,44.27783,-73.05512,,,,,,"M211Ca",5000,0,,,"",2003-09-26,"10661","",2019-07-12,"126144","",,,1,4,,"",4,0,"","",,,,,,,,,,,,,,,,,"",,,"",,,,
